loan_amnt,dti,emp_length,accepted
15000.0,21.19,10+ years,1
4900.0,20.5,3 years,1
13450.0,25.07,8 years,1
5000.0,18.65,< 1 year,1
28000.0,19.34,8 years,1
9600.0,7.19,10+ years,1
14000.0,14.27,3 years,1
30000.0,18.97,10+ years,1
17600.0,39.23,< 1 year,1
5000.0,30.94,5 years,1
35000.0,16.93,9 years,1
5000.0,22.09,< 1 year,1
30000.0,19.87,10+ years,1
31075.0,6.8,6 years,1
15000.0,15.48,7 years,1
24000.0,19.88,8 years,1
24000.0,10.06,6 years,1
6225.0,34.16,10+ years,1
9500.0,9.63,4 years,1
7800.0,12.02,2 years,1
14400.0,28.8,10+ years,1
35000.0,17.64,5 years,1
35000.0,31.27,6 years,1
15350.0,19.83,10+ years,1
12125.0,38.16,,1
12000.0,21.61,10+ years,1
18000.0,31.23,10+ years,1
14100.0,15.97,< 1 year,1
20000.0,13.83,10+ years,1
12000.0,15.75,8 years,1
8000.0,12.67,1 year,1
5525.0,17.58,< 1 year,1
3600.0,13.03,10+ years,1
9600.0,8.76,3 years,1
14225.0,11.33,5 years,1
1500.0,22.4,10+ years,1
24000.0,16.89,10+ years,1
20000.0,19.26,< 1 year,1
24800.0,14.17,5 years,1
35000.0,16.04,10+ years,1
28000.0,11.36,,1
21500.0,30.26,10+ years,1
10000.0,11.44,3 years,1
10400.0,21.46,8 years,1
2800.0,30.92,< 1 year,1
24000.0,22.69,9 years,1
28000.0,8.59,8 years,1
5000.0,8.69,2 years,1
10000.0,21.75,5 years,1
32000.0,14.92,3 years,1
10000.0,12.28,3 years,1
18625.0,7.78,10+ years,1
6000.0,18.8,10+ years,1
15000.0,33.6,10+ years,1
5000.0,24.03,10+ years,1
15000.0,23.15,10+ years,1
15000.0,26.88,10+ years,1
35000.0,20.47,10+ years,1
15000.0,6.27,10+ years,1
3000.0,10.11,,1
18000.0,17.39,10+ years,1
5000.0,3.82,7 years,1
10000.0,11.28,10+ years,1
20000.0,14.31,6 years,1
8000.0,22.32,8 years,1
6000.0,24.52,1 year,1
8000.0,10.44,1 year,1
9000.0,34.95,2 years,1
35000.0,21.9,10+ years,1
21000.0,16.91,9 years,1
6400.0,18.53,5 years,1
12000.0,23.26,10+ years,1
15000.0,24.32,3 years,1
22000.0,22.79,2 years,1
30000.0,28.48,10+ years,1
18000.0,8.59,5 years,1
5500.0,20.06,10+ years,1
10000.0,15.12,10+ years,1
10000.0,29.01,10+ years,1
31500.0,29.82,10+ years,1
20000.0,12.06,10+ years,1
3600.0,34.66,10+ years,1
25000.0,27.03,10+ years,1
24000.0,11.66,10+ years,1
22950.0,10.66,8 years,1
35000.0,13.25,10+ years,1
3600.0,12.92,6 years,1
18000.0,21.39,2 years,1
15000.0,33.86,5 years,1
28000.0,11.12,10+ years,1
3850.0,6.23,4 years,1
35000.0,4.64,9 years,1
9000.0,19.32,10+ years,1
35000.0,26.47,7 years,1
7000.0,18.33,10+ years,1
4500.0,9.65,10+ years,1
8000.0,9.37,5 years,1
20550.0,27.88,2 years,1
9000.0,18.16,10+ years,1
35000.0,17.39,2 years,1
18000.0,18.68,8 years,1
35000.0,18.15,3 years,1
24000.0,23.2,10+ years,1
7000.0,23.19,10+ years,1
4000.0,27.34,10+ years,1
7775.0,13.41,9 years,1
10000.0,31.04,10+ years,1
13350.0,12.74,3 years,1
17500.0,35.12,10+ years,1
9600.0,18.97,< 1 year,1
10000.0,14.61,10+ years,1
5575.0,32.9,,1
7100.0,22.04,2 years,1
9000.0,8.2,9 years,1
7000.0,25.18,6 years,1
10850.0,0.0,10+ years,1
25000.0,26.64,< 1 year,1
20000.0,14.18,10+ years,1
12000.0,14.4,2 years,1
10000.0,25.89,6 years,1
28000.0,37.32,3 years,1
5000.0,16.36,1 year,1
12000.0,11.76,9 years,1
4000.0,24.98,10+ years,1
28000.0,11.51,6 years,1
15000.0,33.13,7 years,1
10000.0,22.92,9 years,1
3000.0,8.16,4 years,1
17000.0,17.21,9 years,1
5200.0,20.21,5 years,1
5400.0,5.74,10+ years,1
8000.0,17.23,1 year,1
10800.0,35.84,3 years,1
8000.0,14.5,9 years,1
4800.0,25.16,10+ years,1
7200.0,12.62,< 1 year,1
2500.0,28.11,8 years,1
15000.0,13.7,4 years,1
9000.0,26.97,4 years,1
15000.0,14.24,2 years,1
14425.0,12.93,10+ years,1
6400.0,21.56,1 year,1
8000.0,26.71,10+ years,1
12000.0,31.37,< 1 year,1
14075.0,18.23,10+ years,1
12000.0,4.26,1 year,1
30000.0,19.87,10+ years,1
14000.0,24.15,1 year,1
26575.0,31.55,10+ years,1
30000.0,21.44,10+ years,1
28000.0,31.83,3 years,1
30000.0,21.73,10+ years,1
18000.0,13.46,1 year,1
28000.0,34.81,10+ years,1
2000.0,18.84,5 years,1
19500.0,10.17,10+ years,1
11875.0,26.96,10+ years,1
25000.0,19.17,10+ years,1
8000.0,34.14,10+ years,1
5000.0,14.66,10+ years,1
25000.0,17.03,< 1 year,1
8000.0,31.81,10+ years,1
17000.0,12.2,9 years,1
5000.0,25.85,10+ years,1
8000.0,19.71,< 1 year,1
9000.0,19.7,10+ years,1
4800.0,20.77,2 years,1
16550.0,21.84,8 years,1
10000.0,15.55,10+ years,1
3200.0,13.6,4 years,1
21825.0,29.35,10+ years,1
28000.0,9.49,1 year,1
11000.0,16.32,4 years,1
7850.0,7.18,1 year,1
7075.0,10.73,1 year,1
8000.0,28.1,< 1 year,1
28500.0,27.11,< 1 year,1
13000.0,7.47,4 years,1
3600.0,12.94,10+ years,1
10000.0,12.94,10+ years,1
8600.0,28.76,10+ years,1
13000.0,21.21,3 years,1
5000.0,27.9,1 year,1
28100.0,14.97,10+ years,1
25000.0,17.11,,1
25000.0,31.8,10+ years,1
15000.0,29.79,10+ years,1
19350.0,33.54,< 1 year,1
10000.0,11.83,4 years,1
24000.0,24.05,,1
5000.0,14.75,6 years,1
24000.0,9.8,2 years,1
9500.0,12.69,10+ years,1
7500.0,17.31,< 1 year,1
14000.0,33.47,< 1 year,1
18000.0,26.01,1 year,1
12000.0,13.82,1 year,1
5000.0,11.7,10+ years,1
16000.0,14.84,1 year,1
13600.0,13.92,4 years,1
12000.0,8.72,10+ years,1
9000.0,11.24,10+ years,1
13000.0,7.83,9 years,1
10000.0,15.83,10+ years,1
16275.0,35.19,10+ years,1
10650.0,31.89,< 1 year,1
15000.0,29.84,10+ years,1
15000.0,18.82,3 years,1
16000.0,23.33,,1
35000.0,25.62,3 years,1
12000.0,13.56,,1
23250.0,19.51,10+ years,1
5000.0,17.25,,1
11450.0,12.35,10+ years,1
15000.0,31.61,2 years,1
6600.0,17.46,6 years,1
10000.0,3.34,8 years,1
12000.0,26.51,10+ years,1
5250.0,17.71,10+ years,1
12000.0,11.33,10+ years,1
16000.0,10.83,6 years,1
3775.0,8.75,10+ years,1
20000.0,15.95,10+ years,1
15000.0,15.3,3 years,1
30000.0,25.57,4 years,1
15000.0,7.03,1 year,1
35000.0,7.19,10+ years,1
14400.0,12.5,7 years,1
16000.0,7.62,10+ years,1
11775.0,20.05,2 years,1
6000.0,26.76,10+ years,1
5000.0,19.99,3 years,1
20000.0,25.15,< 1 year,1
16000.0,15.41,10+ years,1
16000.0,21.72,4 years,1
8000.0,4.74,2 years,1
14000.0,15.74,< 1 year,1
5600.0,19.7,< 1 year,1
2700.0,34.45,2 years,1
16000.0,22.86,10+ years,1
1000.0,10.52,3 years,1
8000.0,9.03,10+ years,1
10000.0,25.06,10+ years,1
5000.0,13.2,2 years,1
17500.0,24.17,10+ years,1
6950.0,15.38,,1
3000.0,25.74,< 1 year,1
12000.0,25.25,10+ years,1
11200.0,25.98,< 1 year,1
10000.0,13.9,10+ years,1
7200.0,26.64,8 years,1
26500.0,25.84,< 1 year,1
7325.0,36.16,10+ years,1
21000.0,7.05,9 years,1
12500.0,14.38,< 1 year,1
8000.0,3.23,1 year,1
13000.0,31.73,10+ years,1
24000.0,26.88,10+ years,1
20000.0,7.37,10+ years,1
2800.0,3.76,3 years,1
12000.0,19.45,10+ years,1
25000.0,10.5,9 years,1
4200.0,8.85,10+ years,1
24000.0,14.91,3 years,1
20000.0,16.65,< 1 year,1
7200.0,27.33,10+ years,1
9000.0,21.51,10+ years,1
23700.0,32.98,4 years,1
7500.0,17.05,10+ years,1
6400.0,24.64,10+ years,1
2000.0,23.11,4 years,1
20000.0,19.32,< 1 year,1
6000.0,15.3,1 year,1
11000.0,16.3,8 years,1
10000.0,15.44,2 years,1
29650.0,29.51,2 years,1
3300.0,10.77,2 years,1
10000.0,7.33,10+ years,1
8000.0,6.05,10+ years,1
19200.0,18.33,< 1 year,1
8000.0,13.95,10+ years,1
4500.0,3.17,< 1 year,1
13500.0,13.27,< 1 year,1
5000.0,16.96,2 years,1
12000.0,10.9,4 years,1
28000.0,24.41,10+ years,1
5000.0,13.2,3 years,1
10000.0,16.85,2 years,1
4000.0,14.43,< 1 year,1
20800.0,8.5,1 year,1
5500.0,12.68,7 years,1
12000.0,18.54,10+ years,1
14500.0,29.41,< 1 year,1
11725.0,19.99,5 years,1
11375.0,13.58,< 1 year,1
23275.0,31.11,3 years,1
20150.0,26.03,10+ years,1
20000.0,21.53,10+ years,1
2400.0,11.73,8 years,1
10000.0,21.14,7 years,1
15000.0,20.05,10+ years,1
21000.0,30.58,3 years,1
18500.0,21.63,10+ years,1
5000.0,7.04,2 years,1
11200.0,6.54,10+ years,1
10000.0,17.89,10+ years,1
5000.0,20.97,< 1 year,1
20000.0,19.37,2 years,1
9600.0,10.16,4 years,1
10100.0,13.64,2 years,1
2000.0,23.43,2 years,1
24000.0,16.42,4 years,1
35000.0,21.45,2 years,1
5000.0,6.62,10+ years,1
23500.0,3.18,< 1 year,1
30000.0,22.73,10+ years,1
28000.0,32.58,9 years,1
28000.0,12.25,< 1 year,1
8000.0,14.52,2 years,1
28000.0,14.58,< 1 year,1
3000.0,12.42,7 years,1
5400.0,29.69,4 years,1
15000.0,12.34,9 years,1
16400.0,27.53,3 years,1
20800.0,21.21,2 years,1
10000.0,29.31,10+ years,1
20000.0,24.89,10+ years,1
15000.0,1.61,2 years,1
6800.0,13.32,2 years,1
8400.0,1.45,10+ years,1
4500.0,4.85,7 years,1
4000.0,12.82,10+ years,1
25000.0,5.43,1 year,1
6000.0,10.47,1 year,1
30000.0,18.53,4 years,1
5000.0,30.57,4 years,1
12000.0,1.89,,1
7200.0,22.98,9 years,1
20000.0,28.89,,1
3000.0,28.53,10+ years,1
16000.0,10.12,10+ years,1
10000.0,31.8,3 years,1
9000.0,24.52,2 years,1
11950.0,4.33,5 years,1
18000.0,27.34,8 years,1
16800.0,24.56,3 years,1
35000.0,3.04,10+ years,1
6125.0,16.6,1 year,1
11400.0,23.64,5 years,1
20000.0,14.56,1 year,1
2000.0,29.46,7 years,1
15000.0,25.06,3 years,1
22400.0,18.07,10+ years,1
24000.0,14.3,10+ years,1
29500.0,20.08,10+ years,1
31000.0,24.11,5 years,1
5000.0,29.18,10+ years,1
11200.0,26.78,10+ years,1
16000.0,30.62,10+ years,1
7000.0,6.64,5 years,1
7400.0,28.41,6 years,1
2000.0,15.17,10+ years,1
12300.0,0.81,< 1 year,1
8500.0,5.4,,1
7300.0,18.29,1 year,1
10075.0,18.88,2 years,1
9600.0,23.35,5 years,1
24000.0,34.77,10+ years,1
5875.0,16.78,9 years,1
13975.0,17.56,1 year,1
14575.0,27.53,10+ years,1
16225.0,28.53,4 years,1
10000.0,22.43,4 years,1
7450.0,17.26,10+ years,1
17000.0,12.58,7 years,1
15000.0,18.28,< 1 year,1
20000.0,24.87,10+ years,1
5000.0,21.3,6 years,1
20000.0,9.89,10+ years,1
5000.0,11.61,3 years,1
8000.0,16.62,2 years,1
12000.0,11.23,10+ years,1
18000.0,14.5,3 years,1
35000.0,21.43,10+ years,1
12000.0,13.27,3 years,1
15000.0,28.43,< 1 year,1
6000.0,25.25,< 1 year,1
12000.0,3.38,10+ years,1
10000.0,17.44,10+ years,1
11175.0,9.3,5 years,1
6400.0,5.1,3 years,1
35000.0,7.13,10+ years,1
27000.0,25.12,1 year,1
6000.0,7.73,< 1 year,1
7500.0,18.8,10+ years,1
30000.0,15.92,8 years,1
16000.0,13.98,1 year,1
9600.0,24.31,10+ years,1
24000.0,37.97,10+ years,1
15000.0,18.24,10+ years,1
8000.0,16.76,7 years,1
34000.0,16.49,10+ years,1
20000.0,24.78,8 years,1
5000.0,16.36,1 year,1
8675.0,27.22,9 years,1
7000.0,27.0,,1
15000.0,9.33,,1
12000.0,19.31,10+ years,1
20000.0,15.49,2 years,1
20000.0,11.76,10+ years,1
4875.0,26.01,10+ years,1
24000.0,23.12,10+ years,1
35000.0,18.2,10+ years,1
14250.0,22.45,5 years,1
30000.0,22.97,7 years,1
28800.0,12.78,10+ years,1
6000.0,36.3,6 years,1
16000.0,23.06,10+ years,1
4850.0,18.37,5 years,1
25000.0,18.12,10+ years,1
13200.0,8.49,10+ years,1
20000.0,7.59,4 years,1
25000.0,16.57,10+ years,1
8000.0,21.57,6 years,1
10000.0,21.24,10+ years,1
14075.0,22.51,10+ years,1
6500.0,29.27,< 1 year,1
5000.0,20.75,10+ years,1
15000.0,13.75,10+ years,1
9150.0,10.62,6 years,1
6000.0,15.2,< 1 year,1
10000.0,13.11,7 years,1
3500.0,29.95,3 years,1
11000.0,26.32,10+ years,1
5000.0,13.34,10+ years,1
6000.0,20.37,10+ years,1
35000.0,6.59,3 years,1
6000.0,11.71,10+ years,1
7500.0,4.5,10+ years,1
18000.0,25.36,10+ years,1
8700.0,2.19,6 years,1
10800.0,32.18,6 years,1
6000.0,25.58,9 years,1
10000.0,28.24,3 years,1
6000.0,5.02,3 years,1
32450.0,30.94,5 years,1
17150.0,27.5,,1
24000.0,32.28,6 years,1
24000.0,11.8,1 year,1
6000.0,21.72,10+ years,1
14150.0,26.9,3 years,1
6000.0,15.87,,1
5750.0,14.32,4 years,1
11000.0,9.35,1 year,1
35000.0,26.21,10+ years,1
17850.0,30.25,< 1 year,1
1000.0,18.57,4 years,1
5600.0,16.41,2 years,1
19500.0,15.17,4 years,1
8000.0,8.2,8 years,1
18800.0,19.28,10+ years,1
10525.0,38.42,5 years,1
6700.0,25.76,,1
6500.0,18.52,< 1 year,1
20000.0,16.42,9 years,1
16000.0,11.57,10+ years,1
25000.0,28.91,10+ years,1
15000.0,27.53,7 years,1
15000.0,16.58,8 years,1
17600.0,16.45,9 years,1
7675.0,31.59,3 years,1
4800.0,20.51,10+ years,1
4000.0,4.58,,1
12000.0,6.38,10+ years,1
30000.0,15.61,9 years,1
20000.0,10.97,9 years,1
11000.0,7.63,10+ years,1
22500.0,16.28,10+ years,1
10000.0,33.77,4 years,1
1000.0,24.95,10+ years,1
8000.0,36.18,3 years,1
5000.0,9.53,10+ years,1
16800.0,20.51,,1
16000.0,21.45,10+ years,1
15500.0,20.34,9 years,1
10000.0,31.17,3 years,1
21000.0,18.02,10+ years,1
10200.0,17.76,2 years,1
18000.0,20.39,2 years,1
28000.0,31.77,10+ years,1
28000.0,23.83,4 years,1
17000.0,24.74,3 years,1
5000.0,26.36,1 year,1
16700.0,19.25,3 years,1
10000.0,15.05,10+ years,1
10000.0,16.95,4 years,1
28000.0,18.53,4 years,1
10000.0,29.93,2 years,1
10000.0,3.67,10+ years,1
20000.0,13.24,10+ years,1
20000.0,6.61,10+ years,1
11000.0,29.64,10+ years,1
25000.0,21.9,10+ years,1
21000.0,14.44,5 years,1
8000.0,36.6,10+ years,1
30000.0,15.14,1 year,1
21275.0,20.19,6 years,1
12000.0,16.44,5 years,1
32000.0,25.63,10+ years,1
15000.0,38.24,10+ years,1
16000.0,7.77,10+ years,1
11300.0,32.41,8 years,1
14075.0,14.4,10+ years,1
12000.0,13.46,3 years,1
3225.0,14.18,< 1 year,1
6500.0,34.58,,1
15000.0,18.11,< 1 year,1
15000.0,22.58,,1
6000.0,33.25,10+ years,1
17250.0,6.54,1 year,1
21000.0,22.44,< 1 year,1
3500.0,1.3,8 years,1
6000.0,38.56,5 years,1
4000.0,11.66,10+ years,1
8000.0,23.52,2 years,1
26900.0,27.57,5 years,1
24000.0,29.26,7 years,1
12000.0,16.25,10+ years,1
10500.0,8.51,2 years,1
10000.0,13.63,1 year,1
18000.0,22.55,10+ years,1
11000.0,11.88,10+ years,1
7000.0,11.59,8 years,1
25000.0,9.28,,1
24000.0,18.43,10+ years,1
3000.0,38.86,< 1 year,1
20000.0,7.0,10+ years,1
15000.0,19.98,5 years,1
5000.0,21.46,,1
1800.0,23.2,2 years,1
10000.0,8.19,10+ years,1
10000.0,10.68,10+ years,1
5000.0,28.8,8 years,1
12000.0,17.99,6 years,1
27000.0,17.75,10+ years,1
20000.0,22.4,6 years,1
25200.0,22.91,,1
17975.0,20.61,,1
15000.0,15.37,6 years,1
16525.0,33.66,3 years,1
10000.0,11.13,8 years,1
30000.0,16.85,10+ years,1
8000.0,23.19,10+ years,1
35000.0,10.97,10+ years,1
3000.0,28.52,4 years,1
10000.0,5.09,4 years,1
20000.0,16.64,9 years,1
14000.0,31.1,6 years,1
12000.0,8.88,1 year,1
15000.0,22.87,< 1 year,1
13200.0,20.92,3 years,1
20000.0,23.47,2 years,1
15000.0,14.28,3 years,1
24000.0,16.84,10+ years,1
2400.0,12.99,8 years,1
26575.0,26.28,1 year,1
17650.0,24.7,5 years,1
8000.0,17.66,2 years,1
10000.0,22.18,10+ years,1
12300.0,24.28,10+ years,1
7025.0,17.71,2 years,1
12050.0,12.88,10+ years,1
8425.0,2.78,< 1 year,1
6000.0,9.66,< 1 year,1
17500.0,24.61,4 years,1
29125.0,25.75,2 years,1
15000.0,23.04,10+ years,1
28000.0,23.26,10+ years,1
30000.0,21.01,< 1 year,1
14400.0,20.06,< 1 year,1
2400.0,32.47,3 years,1
35000.0,19.09,5 years,1
20000.0,30.81,10+ years,1
28000.0,9.38,10+ years,1
15000.0,12.77,,1
6150.0,39.71,< 1 year,1
35000.0,7.53,2 years,1
15000.0,15.09,10+ years,1
35000.0,13.44,< 1 year,1
4000.0,20.94,7 years,1
28800.0,26.56,9 years,1
15000.0,3.4,8 years,1
20000.0,17.54,9 years,1
16000.0,19.14,5 years,1
7200.0,20.72,2 years,1
10000.0,8.51,2 years,1
13875.0,4.01,4 years,1
35000.0,20.66,9 years,1
31525.0,14.65,10+ years,1
16725.0,39.18,8 years,1
18000.0,18.11,3 years,1
19000.0,31.48,3 years,1
5050.0,4.65,2 years,1
4900.0,10.76,< 1 year,1
21000.0,14.99,1 year,1
15000.0,6.96,3 years,1
28000.0,21.03,10+ years,1
6000.0,26.99,9 years,1
12000.0,15.25,4 years,1
13200.0,27.89,3 years,1
6500.0,1.98,10+ years,1
5600.0,23.33,6 years,1
11900.0,4.23,10+ years,1
19425.0,10.19,5 years,1
6000.0,18.99,10+ years,1
24000.0,29.12,8 years,1
8000.0,17.41,6 years,1
12500.0,23.09,,1
4800.0,33.03,< 1 year,1
15000.0,22.71,3 years,1
13000.0,29.2,9 years,1
9600.0,37.81,< 1 year,1
11200.0,15.81,10+ years,1
8000.0,26.56,2 years,1
35000.0,19.61,10+ years,1
11200.0,38.78,4 years,1
24000.0,23.22,10+ years,1
32000.0,20.47,,1
8000.0,17.42,10+ years,1
20000.0,29.54,,1
20000.0,7.51,< 1 year,1
19200.0,18.79,3 years,1
16725.0,34.52,10+ years,1
32325.0,24.56,< 1 year,1
4800.0,6.05,< 1 year,1
22400.0,14.5,9 years,1
18525.0,21.6,3 years,1
32400.0,25.92,10+ years,1
15000.0,8.78,9 years,1
12000.0,23.44,5 years,1
22000.0,25.52,8 years,1
15000.0,3.19,8 years,1
10000.0,7.33,6 years,1
9000.0,16.2,10+ years,1
8400.0,34.06,10+ years,1
17000.0,11.37,10+ years,1
6400.0,10.62,< 1 year,1
12000.0,5.42,5 years,1
5000.0,21.52,10+ years,1
2000.0,28.08,< 1 year,1
6000.0,30.21,10+ years,1
14275.0,29.2,< 1 year,1
6000.0,12.8,9 years,1
9000.0,6.72,,1
10000.0,14.16,10+ years,1
18000.0,11.86,5 years,1
18400.0,22.93,10+ years,1
10000.0,24.1,10+ years,1
7000.0,1.41,5 years,1
4550.0,28.74,4 years,1
20000.0,17.06,2 years,1
8000.0,23.38,10+ years,1
27000.0,21.78,2 years,1
14000.0,21.2,< 1 year,1
21000.0,19.37,10+ years,1
12000.0,28.73,,1
9600.0,14.71,10+ years,1
12000.0,18.5,6 years,1
3000.0,11.86,3 years,1
15000.0,24.68,10+ years,1
25000.0,14.77,10+ years,1
15000.0,10.66,10+ years,1
24200.0,31.52,10+ years,1
5000.0,18.46,9 years,1
14000.0,6.37,6 years,1
10000.0,10.37,3 years,1
24000.0,34.98,9 years,1
9100.0,10.88,10+ years,1
25000.0,9.05,10+ years,1
15000.0,29.77,< 1 year,1
12000.0,32.7,10+ years,1
12000.0,33.08,10+ years,1
9000.0,9.47,< 1 year,1
6500.0,24.61,8 years,1
30000.0,26.23,10+ years,1
9000.0,12.45,1 year,1
20000.0,3.4,1 year,1
4875.0,17.98,2 years,1
9050.0,13.61,2 years,1
18000.0,30.99,< 1 year,1
11050.0,38.36,10+ years,1
20000.0,16.74,,1
13200.0,23.39,2 years,1
7250.0,29.42,,1
18000.0,23.96,10+ years,1
15000.0,1.87,3 years,1
9600.0,18.82,4 years,1
11500.0,11.57,< 1 year,1
2825.0,8.35,10+ years,1
4500.0,28.79,2 years,1
16000.0,26.74,4 years,1
18000.0,19.52,4 years,1
10000.0,10.77,10+ years,1
30000.0,14.76,2 years,1
8400.0,37.08,3 years,1
35000.0,24.71,4 years,1
15000.0,16.69,10+ years,1
6000.0,10.12,10+ years,1
23900.0,12.0,10+ years,1
15200.0,28.13,< 1 year,1
6600.0,24.79,1 year,1
14000.0,8.63,9 years,1
10000.0,28.09,1 year,1
15300.0,12.0,10+ years,1
32000.0,20.75,< 1 year,1
16325.0,19.89,10+ years,1
24000.0,26.97,3 years,1
15000.0,14.31,10+ years,1
21000.0,23.53,10+ years,1
7800.0,14.97,3 years,1
9000.0,13.12,3 years,1
15000.0,34.89,2 years,1
35000.0,29.89,3 years,1
20000.0,8.59,5 years,1
15000.0,15.87,5 years,1
6000.0,15.06,2 years,1
30000.0,8.52,6 years,1
35000.0,8.87,10+ years,1
20000.0,14.06,2 years,1
8000.0,16.93,2 years,1
13000.0,30.7,10+ years,1
5000.0,28.62,4 years,1
3800.0,39.69,3 years,1
10000.0,22.73,10+ years,1
3200.0,32.92,,1
12000.0,27.36,4 years,1
2650.0,28.79,6 years,1
21600.0,33.25,10+ years,1
15000.0,16.85,10+ years,1
6000.0,4.51,10+ years,1
4000.0,14.94,10+ years,1
25000.0,15.2,10+ years,1
35000.0,28.64,1 year,1
35000.0,18.67,10+ years,1
23800.0,17.92,10+ years,1
10900.0,15.98,1 year,1
15000.0,25.04,3 years,1
6400.0,23.24,10+ years,1
4000.0,12.26,5 years,1
2500.0,16.45,10+ years,1
18000.0,31.66,10+ years,1
25000.0,34.56,7 years,1
18000.0,23.25,< 1 year,1
22000.0,30.03,10+ years,1
12650.0,17.8,10+ years,1
9000.0,11.62,,1
24000.0,17.44,10+ years,1
5000.0,17.88,10+ years,1
35000.0,16.45,9 years,1
28000.0,14.35,10+ years,1
2025.0,12.18,10+ years,1
10800.0,13.57,3 years,1
28025.0,17.17,10+ years,1
18850.0,4.25,< 1 year,1
18000.0,5.63,8 years,1
30000.0,22.62,< 1 year,1
20000.0,33.37,5 years,1
24000.0,39.05,10+ years,1
12800.0,23.93,< 1 year,1
18000.0,26.26,9 years,1
7525.0,31.6,3 years,1
23100.0,22.24,10+ years,1
20000.0,20.2,10+ years,1
21125.0,11.35,10+ years,1
3000.0,21.63,10+ years,1
27275.0,14.75,6 years,1
2400.0,28.35,10+ years,1
18000.0,18.41,6 years,1
3500.0,32.53,4 years,1
13000.0,19.2,< 1 year,1
12000.0,33.38,3 years,1
15000.0,13.59,< 1 year,1
1500.0,12.15,10+ years,1
17000.0,24.45,1 year,1
5000.0,9.34,,1
16000.0,29.71,3 years,1
5400.0,24.94,6 years,1
14650.0,26.4,10+ years,1
10525.0,8.11,10+ years,1
4475.0,3.22,1 year,1
16800.0,16.78,3 years,1
16500.0,34.36,10+ years,1
11000.0,11.66,10+ years,1
20000.0,25.44,3 years,1
21000.0,21.88,10+ years,1
20000.0,26.17,10+ years,1
21000.0,14.44,< 1 year,1
15000.0,20.54,10+ years,1
9800.0,13.03,,1
15000.0,20.21,1 year,1
18000.0,11.58,10+ years,1
1600.0,16.42,10+ years,1
20000.0,17.8,10+ years,1
27300.0,23.23,< 1 year,1
10000.0,18.63,5 years,1
35000.0,27.43,10+ years,1
10000.0,11.57,10+ years,1
6025.0,33.6,,1
15000.0,15.76,8 years,1
12000.0,32.34,2 years,1
23000.0,17.31,10+ years,1
6000.0,12.7,2 years,1
1500.0,7.68,6 years,1
8000.0,5.46,6 years,1
15000.0,25.81,3 years,1
25000.0,16.93,2 years,1
2000.0,24.77,< 1 year,1
20000.0,15.43,3 years,1
8400.0,6.42,3 years,1
20000.0,11.32,3 years,1
4250.0,15.59,3 years,1
10000.0,12.96,2 years,1
18000.0,24.29,10+ years,1
10000.0,23.9,2 years,1
5800.0,17.49,4 years,1
16000.0,6.05,7 years,1
10000.0,21.49,4 years,1
12000.0,31.68,4 years,1
20000.0,14.86,10+ years,1
24000.0,12.46,3 years,1
10000.0,30.29,2 years,1
17000.0,18.36,1 year,1
7000.0,18.12,6 years,1
3500.0,33.95,4 years,1
9500.0,25.13,5 years,1
4525.0,15.44,3 years,1
20000.0,23.66,2 years,1
6000.0,15.92,,1
8000.0,25.55,2 years,1
2000.0,29.01,10+ years,1
20000.0,28.84,< 1 year,1
10000.0,23.19,9 years,1
18000.0,19.24,8 years,1
16800.0,33.66,7 years,1
11700.0,33.99,3 years,1
7000.0,34.35,10+ years,1
29000.0,1.83,7 years,1
9600.0,17.07,3 years,1
8600.0,11.84,10+ years,1
35000.0,7.08,10+ years,1
16000.0,12.0,10+ years,1
35000.0,27.35,6 years,1
9425.0,23.15,10+ years,1
10375.0,8.89,10+ years,1
16000.0,10.32,2 years,1
15000.0,12.01,3 years,1
20850.0,34.59,4 years,1
8000.0,8.65,1 year,1
35000.0,16.72,< 1 year,1
4200.0,18.83,10+ years,1
20000.0,21.75,10+ years,1
5000.0,39.83,10+ years,1
20000.0,10.45,5 years,1
34550.0,22.93,10+ years,1
15000.0,28.04,5 years,1
14000.0,6.84,6 years,1
7200.0,14.03,9 years,1
28000.0,21.49,10+ years,1
20000.0,17.6,10+ years,1
22350.0,23.64,10+ years,1
7600.0,18.76,3 years,1
30000.0,12.88,< 1 year,1
2125.0,3.17,1 year,1
11000.0,14.93,3 years,1
25500.0,7.65,10+ years,1
5000.0,27.47,10+ years,1
2400.0,17.02,10+ years,1
15000.0,15.54,3 years,1
7200.0,18.4,2 years,1
12000.0,9.94,6 years,1
28000.0,6.52,3 years,1
14000.0,26.17,10+ years,1
5000.0,25.54,10+ years,1
28000.0,31.0,5 years,1
13250.0,31.63,9 years,1
14825.0,15.89,3 years,1
11400.0,12.21,10+ years,1
20000.0,14.88,1 year,1
3000.0,12.45,< 1 year,1
18000.0,35.09,10+ years,1
30000.0,13.79,2 years,1
8500.0,27.99,10+ years,1
10500.0,18.62,,1
10000.0,19.59,10+ years,1
3000.0,25.9,< 1 year,1
12000.0,11.59,< 1 year,1
7500.0,20.47,10+ years,1
24000.0,21.67,2 years,1
35000.0,15.9,4 years,1
10000.0,24.8,2 years,1
3500.0,9.53,3 years,1
24000.0,16.22,5 years,1
11000.0,10.9,< 1 year,1
5600.0,12.26,,1
27000.0,10.71,5 years,1
15000.0,18.15,< 1 year,1
